Concurso;Local;Data do Sorteio;Coluna 1;Coluna 2;Coluna 3;Coluna 4;Coluna 5;Coluna 6;Ganhadores Faixa 1;Ganhadores Faixa 2;Ganhadores Faixa 3;Rateio Faixa 1;Rateio Faixa 2;Rateio Faixa 3;Cidade;;Valor Arrecadado;Estimativa para o próximo concurso;Valor Acumulado Próximo Concurso;Acumulado;Sorteio Especial;Observação
;;;;;;;;;;;;;;;;;;;;;;
1713;ITABAIANA, SE;13/06/2015;3;10;16;23;27;29;2;388;21476;31598692,07;17070;440,56;MARINGÃ;PR;113128519;3000000;33089006,85;NAO;SIM;
;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1714;OSASCO, SP;17/06/2015;2;8;24;36;51;52;0;106;5421;0;17471,23;488,03;;;31632681,5;33000000;33576362,05;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1715;SÃƒO MANUEL, SP;20/06/2015;16;20;35;40;53;60;0;58;4649;0;54443,91;970,33;;;53936666;40000000;34407348,01;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1716;OSASCO, SP;24/06/2015;2;25;36;41;42;53;1;62;5896;40781877,95;60946,26;915,55;SÃƒO PAULO;SP;64542467,5;3000000;35401734,37;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1717;PIRAPOZINHO, SP;27/06/2015;2;9;16;37;44;58;0;122;4934;0;14665,09;518,02;;;30559854,5;6800000;35872560,83;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1718;OSASCO, SP;01/07/2015;4;30;31;32;47;53;0;49;3197;0;41257,55;903,35;;;34530772,5;11500000;36404566,04;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1719;GARÃ‡A, SP;04/07/2015;1;22;31;34;44;54;0;45;3009;0;57989,5;1238,91;;;44572668;33000000;37091283,72;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1720;OSASCO, SP;07/07/2015;18;23;31;39;49;57;0;47;3410;0;44551,33;877,21;;;35765586,5;35000000;37642313,34;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1721;OSASCO, SP;09/07/2015;4;12;19;33;36;38;1;188;9668;36404331,56;15172,92;421,49;ITAPEVI;SP;48722999,5;3000000;38392973,91;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1722;IPAMERI, GO;11/07/2015;9;23;39;41;49;58;0;33;2640;0;52798,49;942,83;;;29760640;7000000;38851487,13;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1723;OSASCO, SP;15/07/2015;14;27;30;46;52;60;0;54;3169;0;38128,57;928,16;;;35168280;11000000;39393314,24;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1724;SÃƒO JOSÃ‰ DOS PINHAIS, PR;18/07/2015;27;33;37;39;58;60;0;53;4281;0;48154,01;851,65;;;43592832,5;32000000;40064935,88;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1725;OSASCO, SP;22/07/2015;16;18;26;30;31;34;0;51;5054;0;66070,32;952,45;;;57555039,5;37500000;40951669,04;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1726;LONTRAS, SC;25/07/2015;3;10;42;49;54;57;0;111;7581;0;34383,16;719,19;;;65189197,5;46000000;41956019,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1727;OSASCO, SP;29/07/2015;4;6;19;20;40;41;1;122;8814;46391009,23;37224,08;736,05;SÃƒO PAULO;SP;77569436;3000000;43151108,29;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1728;IPANEMA, MG;01/08/2015;3;8;28;39;42;59;0;45;3617;0;42525,31;755,81;;;32686381;7500000;43654697,52;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1729;OSASCO, SP;04/08/2015;7;14;23;43;44;53;0;39;2553;0;33293,47;726,56;;;22178415;27000000;43996393,7;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1730;OSASCO, SP;06/08/2015;1;10;17;24;42;51;2;195;10089;13940874,15;12990,53;358,68;PORTO ALEGRE;RS;43268162;3000000;44663013,24;NAO;SIM;
;;;;;;;;;;;;;;;SANTA MARIA;RS;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1731;BOM JESUS DA LAPA, BA;08/08/2015;5;18;27;43;49;59;0;68;4160;0;25764,2;601,63;;;29924881;7000000;45124056,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1732;OSASCO, SP;12/08/2015;25;34;38;45;53;60;1;73;3177;7041557,17;28364,3;931,06;RIO DE JANEIRO;RJ;35367286,5;3000000;45668950;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1733;ARACRUZ, ES;15/08/2015;3;5;9;14;41;46;1;63;4818;3330428,53;28697,57;536,06;BAIXO GUANDÃš;ES;30881081;3000000;46144725,52;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1734;OSASCO, SP;19/08/2015;12;17;25;29;41;52;0;64;3315;0;25676,61;708,16;;;28068845;19000000;46577173,77;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1735;COLATINA, ES;22/08/2015;6;16;33;34;45;46;0;86;4779;0;30816,66;792,22;;;45267953,5;25000000;47274603,49;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1736;OSASCO, SP;26/08/2015;12;13;24;29;32;41;0;105;6581;0;28735,58;654,96;;;51536635,5;31000000;48068612,91;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1737;ALTO RIO NOVO, ES;29/08/2015;5;8;42;50;51;59;0;73;5770;0;49031,9;886,19;;;61137594;39000000;49010541,4;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1738;OSASCO, SP;02/09/2015;12;28;37;46;48;53;1;96;6889;38615395,78;40710,07;810,43;GUAÃRA;PR;66754387;3000000;50039006,13;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1739;ITAPEMIRIM, ES;05/09/2015;9;10;17;32;34;46;0;51;4020;0;35501,76;643,42;;;30926217;27000000;50515477,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1740;OSASCO, SP;09/09/2015;10;15;25;38;47;53;0;62;4599;0;36321,35;699,5;;;38464531;30000000;51108088,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1741;JUIZ DE FORA, MG;12/09/2015;15;18;20;32;48;49;1;82;6448;31114779,74;41724,99;758,03;Curitiba;PR;58440900;3000000;52008469,85;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1742;PITANGUI, MG;16/09/2015;11;19;21;23;27;52;0;83;4483;0;20114,88;532,02;;;28516894;7000000;52447821,04;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1743;PITANGUI, MG;19/09/2015;4;10;29;31;34;35;0;40;3955;0;52243,33;754,82;;;35694197;11500000;52997750,79;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1744;ITAOCARA, RJ;23/09/2015;9;12;14;29;42;56;0;96;5272;0;23463,68;610,37;;;38474611;30000000;53590517,52;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1745;ITAOCARA, RJ;26/09/2015;9;13;18;47;52;60;0;128;6976;0;24987,82;654,98;;;54631755,5;38500000;54432212,52;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1746;VIÃ‡OSA, MG;30/09/2015;6;18;37;40;41;58;0;106;5849;0;36347,41;941,02;;;65809135;45000000;55446114,04;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1747;VIÃ‡OSA, MG;03/10/2015;6;33;34;48;53;59;2;93;8700;23221167,26;51651,09;788,76;ITAÃ;SP;82048242,5;3000000;56710206,59;NAO;SIM;
;;;;;;;;;;;;;;;SÃƒO PAULO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1748;BRASILIA, DF;07/10/2015;2;10;13;41;49;53;0;76;3731;0;22602,38;657,72;;;29340979,5;7000000;57162254,23;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1749;IPORÃƒ, PR;10/10/2015;3;13;14;29;33;43;0;78;7101;0;28649,13;449,56;;;38169180;31000000;57750315,28;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1750;MAIRINQUE, SP;13/10/2015;15;17;20;31;41;48;0;23;1865;0;51788,31;912,39;;;20345405,5;32000000;58063770,83;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1751;MAIRINQUE, SP;15/10/2015;15;22;23;42;51;57;0;47;4580;0;56298,89;825,34;;;45196469,5;40000000;58760099,22;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1752;MAIRINQUE, SP;17/10/2015;9;36;37;53;55;60;0;70;5668;0;49588,74;874,88;;;59290882;46000000;59673575,98;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1753;MANAUS, AM;21/10/2015;8;15;29;35;45;54;1;149;8929;47335685,52;30199,58;719,92;BRASÃLIA;DF;76858873;3000000;60857717,48;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1754;MANAUS, AM;24/10/2015;20;27;30;31;40;53;0;22;1958;0;79256,27;1272,17;;;29782637,5;23000000;61316569,61;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1755;UBATUBA, SP;28/10/2015;2;5;8;18;30;48;0;123;8784;0;23130,69;462,7;;;48595981;30000000;62065273,25;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1756;UBATUBA, SP;31/10/2015;6;13;14;28;35;45;0;134;10310;0;26039,14;483,47;;;59598896;39000000;62983495,49;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1757;PRESIDENTE FIGUEIREDO, AM;04/11/2015;13;25;28;37;43;56;0;311;11196;0;11158,23;442,78;;;59273746;44000000;63896708,23;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1758;PRESIDENTE FIGUEIREDO, AM;07/11/2015;6;11;16;23;36;42;0;230;13800;0;21071,57;501,7;;;82781160;55000000;65172092,63;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1759;MANACAPURU, AM;10/11/2015;2;14;21;22;51;60;0;70;5957;0;50966,89;855,57;;;60938664,5;80000000;66110956,27;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1760;MANACAPURU, AM;13/11/2015;10;24;25;36;47;48;0;206;14689;0;34046,2;682,09;;;119796096;110000000;67956618,62;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1761;MANACAPURU, AM;14/11/2015;9;10;36;50;53;55;0;176;17821;0;55056,18;776,76;;;165510502,5;130000000;70506589,05;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1762;SANTO ANASTÃCIO, SP;18/11/2015;26;32;42;45;55;59;0;219;18595;0;63520,19;1068,71;;;237608906,5;170000000;74167357,86;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1763;SANTO ANASTÃCIO, SP;21/11/2015;9;12;15;21;31;36;0;689;43184;0;25269,18;575,95;;;297383730;200000000;78749059,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1764;CANDIDO MOTA, SP;25/11/2015;6;7;29;39;41;55;1;401;33850;205329753,89;58622,54;992,09;BRASÃLIA;DF;401527962,5;100000000;84935279,66;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1765;CÃ‚NDIDO MOTA, SP;28/11/2015;1;6;28;37;56;58;0;185;9138;0;28048,25;811,2;;;88630710;105000000;86300786,31;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1766;JI-PARANÃ, RO;02/12/2015;22;23;41;46;53;60;0;70;7088;0;75974,54;1071,87;;;90839126;110000000;87700317,35;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1767;JI-PARANÃ, RO;05/12/2015;16;26;35;39;44;45;0;84;7608;0;65866,39;1038,9;;;94503941;125000000;89156311,09;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1768;VILHENA, RO;09/12/2015;5;7;11;34;35;50;0;156;12402;0;35476,07;637,48;;;94529393;135000000;90612696,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1769;VILHENA, RO;12/12/2015;32;37;44;47;54;60;0;105;7782;0;54460,29;1049,73;;;97673341,5;175000000;92117520,71;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1770;TARUMIRIM, MG;16/12/2015;11;26;27;30;34;41;0;110;8861;0;55796,09;989,49;;;104834271,5;187000000;93732670,74;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1771;TARUMIRIM, MG;19/12/2015;2;20;27;28;32;38;0;123;10330;0;51896,21;882,75;;;109030383;195000000;95412469;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1772;SÃƒO PAULO, SP;22/12/2015;12;19;27;39;41;45;2;244;13112;98688974,76;21377,77;568,3;CAMPOS BELOS;GO;89096143,5;3000000;96785146,44;NAO;SIM;
;;;;;;;;;;;;;;;SANTOS;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1773;SANTA FÃ‰ DO SUL, SP;24/12/2015;15;30;39;41;45;59;0;36;2312;0;55113,48;1225,95;;;33889656,5;6000000;97307274,17;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1774;SANTA FÃ‰ DO SUL, SP;26/12/2015;1;12;20;30;52;60;0;37;2707;0;35035,75;684,11;;;22142158,5;280000000;128027188,92;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1775;SÃƒO PAULO, SP;31/12/2015;2;18;31;42;51;56;6;827;62767;41088919,05;43913,49;826,55;ÃGUA BRANCA;AL;620312112;1500000;0;NAO;SIM;
;;;;;;;;;;;;;;;GUAÃ‡UÃ;ES;;;;;;
;;;;;;;;;;;;;;;VILA VELHA;ES;;;;;;
;;;;;;;;;;;;;;;VITÃ“RIA;ES;;;;;;
;;;;;;;;;;;;;;;CERQUILHO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1776;MANHUMIRIM, MG;02/01/2016;10;11;14;19;39;48;0;17;1051;0;27190,7;628,3;;;7895436,5;2500000;121642,63;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1777;CONCEIÃ‡ÃƒO DA BARRA, ES;06/01/2016;4;19;38;44;52;55;0;62;3484;0;28129,17;715,1;;;30249282;7500000;580592,28;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1778;CONCEIÃ‡ÃƒO DA BARRA, ES;09/01/2016;4;10;38;40;45;48;0;37;3457;0;56503,91;863,93;;;36261571,5;12000000;1130761,88;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1779;SERRA, ES;12/01/2016;12;25;30;39;56;57;0;30;2162;0;44777,18;887,61;;;23299384,5;19000000;1484265,96;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1780;SERRA, ES;14/01/2016;6;20;22;31;33;34;0;30;3095;0;70266,06;972,98;;;36562284,5;24000000;2038998,04;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1781;SERRA, ES;16/01/2016;1;8;22;49;52;53;2;54;3941;12626122,54;44720,27;875,37;MANAUS;AM;41885585;3000000;2674496,57;NAO;SIM;
;;;;;;;;;;;;;;;PRATA;MG;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1782;PONTE NOVA, MG;20/01/2016;6;18;34;47;52;57;0;110;3430;0;13771,92;630,94;;;26275648;6000000;3073157,25;SIM;SIM;.
;;;;;;;;;;;;;;;;;;;;;;
1783;PONTE NOVA, MG;23/01/2016;4;6;16;18;21;38;0;67;4886;0;29033,9;568,75;;;33740126;10000000;3585070,85;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1784;LEOPOLDINA, MG;27/01/2016;4;15;26;30;54;55;0;32;2896;0;60305,07;951,93;;;33471119,5;25000000;4092903;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1785;LEOPOLDINA, MG;30/01/2016;5;11;27;41;42;54;0;91;6410;0;29194,9;592,09;;;46080240,5;30000000;4792043,88;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1786;SÃƒO PAULO, SP;02/02/2016;2;6;8;21;25;34;0;76;5065;0;22419,77;480,58;;;29553643;33000000;5240439,12;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1787;SÃƒO PAULO, SP;04/02/2016;1;5;13;25;26;29;2;167;8897;17008680,52;14880,66;399,02;JUNDIAÃ;SP;43102762,5;3000000;5894404,97;NAO;SIM;
;;;;;;;;;;;;;;;SÃƒO CAETANO DO SUL;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1788;SÃƒO PAULO, SP;06/02/2016;3;13;42;45;56;59;0;41;3508;0;35064,86;585,46;;;24935750;3500000;6272736,38;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1789;FORTALEZA, CE;10/02/2016;6;25;43;57;58;59;0;16;1574;0;55476,51;805,61;;;15395562;18000000;6506321,7;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1790;FORTALEZA, CE;13/02/2016;11;13;26;27;28;50;0;72;5672;0;34557,38;626,67;;;43155861;24000000;7161093,17;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1791;SÃƒO PAULO, SP;17/02/2016;12;18;46;50;53;55;0;36;3703;0;71567,53;993,95;;;44687387,5;30000000;7839101,36;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1792;SÃƒO PAULO, SP;20/02/2016;2;16;17;18;41;47;0;85;6593;0;34568,92;636,68;;;50964900;35000000;8612353,52;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1793;CAXIAS DO SUL, RS;24/02/2016;13;14;22;54;56;58;1;80;5158;35196529,96;37673,26;834,72;IPUIUNA;MG;52274470,5;3000000;9405474,81;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1794;CAXIAS DO SUL, RS;27/02/2016;1;5;34;37;40;60;1;64;3568;2942618,04;24959,71;639,58;CUIABÃ;MT;27706770;18000000;9825848,83;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1795;CAXIAS DO SUL, RS;02/03/2016;30;42;47;50;55;58;0;48;2549;0;45797,11;1232;;;38128146;24000000;10404338,57;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1796;CAXIAS DO SUL, RS;05/03/2016;22;23;34;48;53;54;1;48;4783;23818040,93;58387,61;837,07;Curitiba;PR;48610310;3000000;11141866,3;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1797;SÃƒO PAULO, SP;08/03/2016;2;13;14;35;54;57;0;32;2516;0;27759,94;504,38;;;15407598,5;3500000;11375634,23;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1798;SÃƒO PAULO, SP;10/03/2016;2;9;23;28;45;53;0;88;4315;0;15418,93;449,21;;;23534406;6600000;11732704,11;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1799;SÃƒO PAULO, SP;12/03/2016;1;3;4;39;51;53;0;39;3102;0;43908,54;788,63;;;29701612,5;21000000;12183344,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1800;SÃƒO PAULO, SP;16/03/2016;6;11;16;19;31;56;1;96;5710;22054205,88;24829,38;596,35;TERESÃ“POLIS;RJ;41343148;3000000;12810612,92;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1801;SÃƒO PAULO, SP;19/03/2016;6;19;34;43;45;54;0;82;3265;0;19244,71;690,46;;;27371067,5;6500000;13225893,58;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1802;CANELA, RS;23/03/2016;2;6;13;14;17;44;0;99;6229;0;17256,89;391,81;;;29632225;9000000;13675481,08;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1803;CANELA, RS;26/03/2016;4;8;29;38;49;50;0;35;2641;0;46830,05;886,59;;;28428841;13000000;14106810,53;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1804;SÃƒO PAULO, SP;30/03/2016;20;21;28;48;50;59;0;23;2088;0;86611,4;1362,93;;;34551692;28000000;14631037,41;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1805;SÃƒO PAULO, SP;02/04/2016;17;22;27;31;49;57;0;53;4693;0;52834,14;852,39;;;48568747,5;34000000;15367934,54;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1806;SÃƒO DOMINGOS, SC;06/04/2016;11;20;35;42;55;58;0;86;5047;0;37310,94;908,24;;;55654595,5;40000000;16212339,92;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1807;SÃƒO DOMINGOS, SC;09/04/2016;1;15;16;22;25;43;0;94;7609;0;41428,63;731,14;;;67545257,5;50000000;17237153,39;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1808;SÃƒO PAULO, SP;13/04/2016;2;14;20;25;41;45;0;141;9208;0;31327,32;685,29;;;76614121,5;60000000;18399561,91;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1809;SÃƒO PAULO, SP;16/04/2016;9;12;23;24;46;54;0;188;13704;0;26361,78;516,63;;;85960518;90000000;19703776,29;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1810;UMUARAMA, PR;20/04/2016;1;10;25;43;50;56;1;266;14324;92303225,84;22369,76;593,44;CABROBÃ“;PE;103207069;2500000;21269659,63;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1811;UMUARAMA, PR;23/04/2016;5;17;32;35;37;57;0;82;4309;0;17291,66;470,08;;;24593303;6000000;21642795,35;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1812;GUAÃRA, PR;27/04/2016;20;23;32;34;37;45;0;43;2976;0;39907,56;823,74;;;29763916;10000000;22094380,9;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1813;GUAÃRA, PR;30/04/2016;9;11;13;15;19;51;0;209;9346;0;10804,08;345,15;;;39165192,5;14000000;22688604,95;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1814;SÃƒO PAULO, SP;03/05/2016;9;11;27;46;51;53;0;51;3473;0;30125,16;631,97;;;26648079,5;31500000;23092916,26;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1815;SÃƒO PAULO, SP;05/05/2016;8;11;25;39;41;60;3;84;4553;10829320,16;31104,09;819,78;CUIABÃ;MT;45317219,5;3000000;23780480,4;NAO;SIM;
;;;;;;;;;;;;;;;BELÃ‰M;PA;;;;;;
;;;;;;;;;;;;;;;SANTO ANDRÃ‰;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1816;SÃƒO PAULO, SP;07/05/2016;5;10;12;22;28;46;0;112;6085;0;14062,28;369,75;;;27317451;6500000;24194947,58;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1817;SORRISO, MT;11/05/2016;1;4;26;39;47;55;0;49;3620;0;37500,89;725,15;;;31871619,5;10000000;24678511,74;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1818;SORRISO, MT;14/05/2016;2;6;10;15;53;56;0;98;6394;0;23523,73;515,06;;;39985141;16000000;25285176,26;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1819;SÃƒO PAULO, SP;18/05/2016;17;18;26;30;33;37;0;30;4092;0;80841,77;846,68;;;42065250,5;33000000;25923400,72;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1820;SÃƒO PAULO, SP;21/05/2016;3;19;23;27;40;45;0;182;9333;0;17522,94;488,15;;;55315218;40000000;26762656,99;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1821;ALTO JEQUITIBÃ, MG;25/05/2016;19;22;31;36;52;53;2;84;6145;19896531,79;41772,19;815,73;SALVADOR;BA;60860145,5;2500000;27686042,28;NAO;SIM;
;;;;;;;;;;;;;;;BELÃ‰M;PA;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1822;ALTO JEQUITIBÃ, MG;28/05/2016;1;22;26;43;50;53;0;23;1885;0;61876,99;1078,56;;;24684450;6000000;28060560,9;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1823;SÃƒO PAULO, SP;01/06/2016;4;9;21;34;54;59;0;70;4110;0;25579,78;622,37;;;31057124;10000000;28531767,32;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1824;SÃƒO PAULO, SP;04/06/2016;5;6;12;19;30;60;0;157;8192;0;14170,67;387,97;;;38588368;28500000;29117239,65;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1825;IGUATU, CE;07/06/2016;10;11;21;50;51;54;1;41;3176;27333858,49;43198,01;796,65;FORTALEZA;CE;30719489,5;2200000;29583323,4;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1826;IGUATU, CE;09/06/2016;17;19;32;43;48;51;0;42;2476;0;32630,91;790,73;;;23770859;5000000;29943980,8;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1827;IGUATU, CE;11/06/2016;26;33;42;43;53;54;0;44;2487;0;34950,81;883,35;;;26673272,5;9000000;30348674,34;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1828;CARATINGA, MG;15/06/2016;6;11;32;40;48;59;0;36;2502;0;52197,16;1072,91;;;32592364;13000000;30843173,81;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1829;CARATINGA, MG;18/06/2016;7;13;24;30;32;53;0;103;6254;0;21224,08;499,35;;;37916872;27000000;31418458,03;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1830;CAMPINA GRANDE, PB;22/06/2016;3;7;29;37;54;60;1;100;6640;27488182,36;24520,21;527,54;RIO DE JANEIRO;RJ;42529525,5;2500000;32063726,57;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1831;CAMPINA GRANDE, PB;25/06/2016;15;27;28;32;48;55;1;71;3168;2615804,34;20000,12;640,33;ITABORAI;RJ;24629594,5;2500000;32437412,92;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1832;LIMOEIRO, PE;29/06/2016;14;34;46;47;56;57;0;31;1786;0;41849,62;1037,7;;;22501927;5500000;32778817,76;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1833;LIMOEIRO, PE;02/07/2016;2;3;7;16;27;42;0;105;6930;0;16702,91;361,53;;;30419207;9000000;33240345,55;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1834;IPAMERI, GO;06/07/2016;2;17;22;24;48;51;1;100;5132;9144980,42;19132,74;532,58;CAPITÃ“LIO;MG;33185138;15000000;33743838,73;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1835;IPAMERI, GO;09/07/2016;8;28;36;47;50;58;0;41;3133;0;49808,69;931,17;;;35420563,5;18000000;34281248,36;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1836;BARREIRAS, BA;12/07/2016;8;15;18;45;59;60;0;46;2948;0;34131,37;760,82;;;27231904;20000000;34694417,59;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1837;BARREIRAS, BA;14/07/2016;41;44;48;50;54;57;0;32;2346;0;66740,59;1300,51;;;37043030,5;25000000;35256443,67;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1838;BARREIRAS, BA;16/07/2016;5;8;24;30;57;59;1;115;5293;25207139,21;20709,91;642,8;SALVADOR;BA;41308785;2500000;35883190,85;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1839;PRESIDENTE KENNEDY, ES;20/07/2016;7;22;28;32;56;58;0;30;2933;0;46444,42;678,64;;;24166919;18000000;36249857,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
